Data Set Name,Site Name,Country Ocean,Latitude (°),Longitude (°),Elevation (m),Publication 1,Publication 2,Original Data Citation,Neotoma ID,Archive Type,Proxy General,Proxy Type,Proxy Detial,Calibration Method,Calibration Seasonality,Paleo Data Notes,Variable Name,Units,Datum,Climate Variable,Climate Variable Detail,Seasonality,Season General,Direction,Min Year,Max Year,Resolution,Ages Per kyr,In Compilation,QC Certification,QC Comments,Link to LiPDverse,,,
VM21_30.Koutavas.2003,VM21_30,Pacific Ocean>South Pacific Ocean,-1.217,-89.683,-617,10.1029/2003PA000894,10.1029/2012PA002378,www.ncdc.noaa.gov/paleo/study/2622 www.ncdc.noaa.gov/paleo/study/13667,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,2435,27408,374,0.48,Temp12k,"JET, DSK",age gap 9.8 - 5.6 ka; six ages within Holocene; retain to improve tropical coverage,http://lipdverse.org/globalHolocene/0_54_0/VM21_30.Koutavas.2003.html,,,
Hinterburgsee.Heiri.2015,Hinterburgsee,Europe>Western Europe>Switzerland,46.7176,8.0677,1515,10.1191/0959683603hl640ft,,www.ncdc.noaa.gov/paleo/study/15854,,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,2410,11519,201,1.41,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Hinterburgsee.Heiri.2015.html,,,
PolevaCave.Constantin.2007,Poleva Cave,Europe>Eastern Europe>Romania,44.7144,21.747,390,10.1016/j.palaeo.2006.08.001,,www.ncdc.noaa.gov/paleo/study/5540,,Speleothem,isotope,d18O,calcite,,,,d18O,permil,,T,air@surface,annual,annual,positive,2410,74130,60,0.73,Temp12k,KR,,http://lipdverse.org/globalHolocene/0_54_0/PolevaCave.Constantin.2007.html,,,
MD94_103.Sicre.2005,MD94_103,Indian Ocean,-45.5833,86.5167,-3560,10.1016/j.epsl.2005.09.032,,10.1594/PANGAEA.587009,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,2392,50058,160,0.42,Temp12k,"OC, PMS, DSK, JET",sample resolution is low (beween 600 and 700 yr); retain to improve SH coverage,http://lipdverse.org/globalHolocene/0_54_0/MD94_103.Sicre.2005.html,,,
ME0005A_43JC.Benway.2006,ME0005A_43JC,Pacific Ocean>North Pacific Ocean,7.8558,-83.6083,-1368,10.1029/2005PA001208,10.1029/2009PA001781,www.ncdc.noaa.gov/paleo/study/5943 www.ncdc.noaa.gov/paleo/study/12195,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,2315,24390,488,0.26,Temp12k,"JET, DSK",sample resolution is low (beween 400 and 500 yr); chronology is weak; retain to improve tropical coverage,http://lipdverse.org/globalHolocene/0_54_0/ME0005A_43JC.Benway.2006.html,,,
MD01-2446.Salguero.2014,MD01-2446,Atlantic Ocean>North Atlantic Ocean,39.0558,-12.624,-3570,10.1016/j.quascirev.2014.09.001,,10.1594/PANGAEA.857146,,MarineSediment,other microfossil,foraminifera,assemblage,"SIMMAX non-distance-weighted option, equivalent to MAT",,,temperature,degC,abs,T,sea@surface,Summer,summerOnly,positive,2290,20012,200,0.62,Temp12k,"OC, SLJ",geochronology data from PhD thesis,http://lipdverse.org/globalHolocene/0_54_0/MD01-2446.Salguero.2014.html,,,
MV1014_09MC.Hertzberg.2016,MV1014_09MC,Pacific Ocean>South Pacific Ocean,-0.6938,-85.3333,-2452,10.1016/j.epsl.2015.11.050,,this compilation,,MarineSediment,other biomarker,GDGT,TEX86,"Bayspar (bayspar_tex.m) 10.1016/j.gca.2013.11.026 Parameters: prior_std=10, runname=SST, varargin=1000,1",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,2275,6936,272,0.43,Temp12k,"JET, DSK",sample resolution is low (beween 400 and 500 yr); retain to improve SH coverage,http://lipdverse.org/globalHolocene/0_54_0/MV1014_09MC.Hertzberg.2016.html,,,
Pingwang.Li.2018,Pingwang,Asia>Eastern Asia>China,30.96,120.64,1.6,10.1007/s00382-017-3664-3,,this compilation,10.21233/VJDB-EC95,Peat,pollen,pollen,assemblage,WAPLS,,,temperature,degC,abs,T,air@surface,annual,annual,positive,2271,9006,115,0.74,Temp12k,"BASD, LJY",,http://lipdverse.org/globalHolocene/0_54_0/Pingwang.Li.2018.html,,,
MV99_PC14.Marchitto.2010,MV99_PC14,Pacific Ocean>North Pacific Ocean,25.2012,-112.7167,-541,10.1126/science.1194887,,www.ncdc.noaa.gov/paleo/study/10415,,MarineSediment,Mg/Ca,Mg/Ca,bulloides,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=0.95858, salinity=34.157, pH=8.0466, clean=1, species=bulloides, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,2222,13812,42,0.92,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/MV99_PC14.Marchitto.2010.html,,,
Sixteen.Futyma.1986,Lake Sixteen,North America>United States Of America>Michigan,45.6,-84.32,216,10.1139/b86-398,10.1038/nature25464,this compilation,10.21233/N36W7H,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,2206,10419,246,0.61,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Sixteen.Futyma.1986.html,,,
Sixteen.Futyma.1986,Lake Sixteen,North America>United States Of America>Michigan,45.6,-84.32,216,10.1139/b86-398,10.1038/nature25464,this compilation,10.21233/N36W7H,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,2206,10419,246,0.61,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Sixteen.Futyma.1986.html,,,
Sixteen.Futyma.1986,Lake Sixteen,North America>United States Of America>Michigan,45.6,-84.32,216,10.1139/b86-398,10.1038/nature25464,this compilation,10.21233/N36W7H,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,2206,10419,246,0.61,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Sixteen.Futyma.1986.html,,,
LagoMoreno.Markgraf.2002,Lago Moreno,South America>Argentina,-41.0583,-71.5167,800,10.1016/S0031-0182(01)00414-X,,this compilation,10.21233/HXD2-5546,LakeSediment,pollen,pollen,assemblage,2 Calibration method,,,temperature,degC,,T,air@surface,"6,7,8",winter+,positive,2135,14450,413,0.30,Temp12k,"BASD, TB, DSK",youngest age 5.0 ka; keep to help cover SH,http://lipdverse.org/globalHolocene/0_54_0/LagoMoreno.Markgraf.2002.html,,,
LagoMoreno.Markgraf.2002,Lago Moreno,South America>Argentina,-41.0583,-71.5167,800,10.1016/S0031-0182(01)00414-X,,this compilation,10.21233/HXD2-5546,LakeSediment,pollen,pollen,assemblage,Response surface,,Uncertainty is +/- 1.53C,temperature,degC,,T,air@surface,"12,1,2",summer+,positive,2135,14450,413,0.30,Temp12k,"BASD, TB, DSK",youngest age 5.0 ka; keep to help cover SH,http://lipdverse.org/globalHolocene/0_54_0/LagoMoreno.Markgraf.2002.html,,,
LagoMoreno.Markgraf.2002,Lago Moreno,South America>Argentina,-41.0583,-71.5167,800,10.1016/S0031-0182(01)00414-X,,this compilation,10.21233/HXD2-5546,LakeSediment,pollen,pollen,assemblage,Response surface; 2 Calibration method,,Uncertainty is +/- 1.53C; 2 Additional Notes- Temperature Reconstruction,temperatureComposite,degC,anom,T,air@surface,12 1 2; 6 7 8,annual,positive,2135,14450,413,0.30,Temp12k,"BASD, TB, DSK","this timeseries was composited programmatically, with the assumption that all values are measured at equivalent levels",http://lipdverse.org/globalHolocene/0_54_0/LagoMoreno.Markgraf.2002.html,,,
TauldintreBrazi.Toth.2015,Taul dintre Brazi,Europe>Eastern Europe>Romania,45.3964,22.9017,1740,10.1177/0959683614565953,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,Norway-Swiss calibration dataset (Heiri et al. 2011); some potentially biased samples due to human impact,temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,2050,12028,85,1.41,Temp12k,"MTO, EKM",,http://lipdverse.org/globalHolocene/0_54_0/TauldintreBrazi.Toth.2015.html,,,
LoughMeenachrinna.Taylor.2018,Lough Meenachrinna,Europe>Northern Europe>British Isles>Ireland,54.7282,-8.6794,286,10.1016/j.palaeo.2018.06.006,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,"Irish training set based on 50 lakes (Potito et al. 2014, Taylor et al. 2018 updated training set to include Stictochironomus)",temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,2048,7047,77,1.40,Temp12k,"MTO, KJT, APP",,http://lipdverse.org/globalHolocene/0_54_0/LoughMeenachrinna.Taylor.2018.html,,,
HU84.deVernal.2013,HU84,Atlantic Ocean>North Atlantic Ocean,58.3677,-57.507,-2853,10.1016/j.quascirev.2013.07.006,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,MarineSediment,other microfossil,dinocyst,assemblage,,,,temperature,degC,abs,T,sea@surface,Summer,summer+,positive,1968,8297,139,1.26,Temp12k,SLJ,,http://lipdverse.org/globalHolocene/0_54_0/HU84.deVernal.2013.html,,,
HU84.deVernal.2013,HU84,Atlantic Ocean>North Atlantic Ocean,58.3677,-57.507,-2853,10.1016/j.quascirev.2013.07.006,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,MarineSediment,other microfossil,dinocyst,assemblage,,,,temperature,degC,abs,T,sea@surface,summer + winter,annual,positive,1968,8297,139,1.26,Temp12k,SLJ,,http://lipdverse.org/globalHolocene/0_54_0/HU84.deVernal.2013.html,,,
MD97_2120.Pahnke.2006,MD97_2120,Pacific Ocean>South Pacific Ocean,-45.5344,174.9308,-1210,10.1029/2005PA001191,10.1126/science.1084451,www.ncdc.noaa.gov/paleo/study/6307,,MarineSediment,isotope,d18O,bulloides,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=10.9106, prior_std=10, species=bulloides, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.092775) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1950,108154,124,0.60,Temp12k,"JET, DSK",sample resolution is low (beween 600 and 700 yr); age gap btwn 7.6 and 6.9 ka; six ages during Holocene; retain to improve SH coverage,http://lipdverse.org/globalHolocene/0_54_0/MD97_2120.Pahnke.2006.html,,,
MD97_2120.Pahnke.2006,MD97_2120,Pacific Ocean>South Pacific Ocean,-45.5344,174.9308,-1210,10.1029/2005PA001191,10.1126/science.1084451,www.ncdc.noaa.gov/paleo/study/6307,,MarineSediment,Mg/Ca,Mg/Ca,bulloides,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.6068, clean=0, species=bulloides, pstd=10, varargin=unspecified; For salinity and pH, values are specified to change through time, and are calculated using the get_phsal program from Jess Tierney, based on modern values of salinity (34.3595) and pH (8.1206) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1950,108154,570,0.60,Temp12k,"JET, DSK",sample resolution is low (beween 600 and 700 yr); age gap btwn 7.6 and 6.9 ka; six ages during Holocene; retain to improve SH coverage,http://lipdverse.org/globalHolocene/0_54_0/MD97_2120.Pahnke.2006.html,,,
MD97_2120.Pahnke.2006,MD97_2120,Pacific Ocean>South Pacific Ocean,-45.5344,174.9308,-1210,10.1029/2005PA001191,10.1126/science.1084451,www.ncdc.noaa.gov/paleo/study/6307,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1950,108154,135,0.60,Temp12k,"JET, DSK",sample resolution is low (beween 600 and 700 yr); age gap btwn 7.6 and 6.9 ka; six ages during Holocene; retain to improve SH coverage,http://lipdverse.org/globalHolocene/0_54_0/MD97_2120.Pahnke.2006.html,,,
IOW225517.Emeis.2003,IOW225517,Atlantic Ocean>North Atlantic Ocean>North Sea,57.66,7.091,-293,10.1191/0959683603hl634rp,,10.1594/PANGAEA.438452,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1820,11390,100,0.73,Temp12k,"LJ, SLJ, JET",,http://lipdverse.org/globalHolocene/0_54_0/IOW225517.Emeis.2003.html,,,
HU90_013_013.Hillaire-Marcel.1994,HU90_013_013,Atlantic Ocean>North Atlantic Ocean,58.2098,-48.3733,-3380,10.1139/e94-007,,10.1594/PANGAEA.106533,,MarineSediment,isotope,d18O,pachyderma,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=4.4996, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-0.085525) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1782,50174,238,0.98,Temp12k,"JET, DSK",ages based on median of Bacon ensemble,http://lipdverse.org/globalHolocene/0_54_0/HU90_013_013.Hillaire-Marcel.1994.html,,,
OCE326_GGC26.Keigwin.2005,OCE326_GGC26,Atlantic Ocean>North Atlantic Ocean,43.4833,-54.8664,-3975,10.1029/2004PA001074,10.1029/2006GL028495,www.ncdc.noaa.gov/paleo/study/6409,,MarineSediment,isotope,d18O,pachyderma,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=7.8531, prior_std=10, species=pachy, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-1.2976) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1774,11830,63,1.11,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/OCE326_GGC26.Keigwin.2005.html,,,
VM21_30.Koutavas.2003,VM21_30,Pacific Ocean>South Pacific Ocean,-1.217,-89.683,-617,10.1029/2003PA000894,10.1029/2012PA002378,www.ncdc.noaa.gov/paleo/study/2622 www.ncdc.noaa.gov/paleo/study/13667,,MarineSediment,isotope,d18O,sacculifer,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=23.233, prior_std=10, species=sacculifer, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.23879) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1660,31160,366,0.48,Temp12k,"JET, DSK",age gap 9.8 - 5.6 ka; six ages within Holocene; retain to improve tropical coverage,http://lipdverse.org/globalHolocene/0_54_0/VM21_30.Koutavas.2003.html,,,
VM21_30.Koutavas.2003,VM21_30,Pacific Ocean>South Pacific Ocean,-1.217,-89.683,-617,10.1029/2003PA000894,10.1029/2012PA002378,www.ncdc.noaa.gov/paleo/study/2622 www.ncdc.noaa.gov/paleo/study/13667,,MarineSediment,isotope,d18O,ruber,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=24.9186, prior_std=10, species=ruber, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.23879) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1660,31160,366,0.48,Temp12k,"JET, DSK",age gap 9.8 - 5.6 ka; six ages within Holocene; retain to improve tropical coverage,http://lipdverse.org/globalHolocene/0_54_0/VM21_30.Koutavas.2003.html,,,
VM21_30.Koutavas.2003,VM21_30,Pacific Ocean>South Pacific Ocean,-1.217,-89.683,-617,10.1029/2003PA000894,10.1029/2012PA002378,www.ncdc.noaa.gov/paleo/study/2622 www.ncdc.noaa.gov/paleo/study/13667,,MarineSediment,Mg/Ca,Mg/Ca,ruber,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.1132, salinity=34.5125, pH=8.0094, clean=1, species=ruber, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,12 1 2 3 4 5,annual,positive,1660,31160,366,0.48,Temp12k,"JET, DSK",age gap 9.8 - 5.6 ka; six ages within Holocene; retain to improve tropical coverage,http://lipdverse.org/globalHolocene/0_54_0/VM21_30.Koutavas.2003.html,,,
VM21_30.Koutavas.2003,VM21_30,Pacific Ocean>South Pacific Ocean,-1.217,-89.683,-617,10.1029/2003PA000894,10.1029/2012PA002378,www.ncdc.noaa.gov/paleo/study/2622 www.ncdc.noaa.gov/paleo/study/13667,,MarineSediment,Mg/Ca,Mg/Ca,scculifer,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.1132, salinity=34.614, pH=8.0094, clean=1, species=sacculifer, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1660,28310,387,0.48,Temp12k,"JET, DSK",age gap 9.8 - 5.6 ka; six ages within Holocene; retain to improve tropical coverage,http://lipdverse.org/globalHolocene/0_54_0/VM21_30.Koutavas.2003.html,,,
MD98_2178.Fan.2018,MD98_2178,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,3.62,118.7,-1984,10.1038/s41598-018-24055-1,,this compilation,,MarineSediment,isotope,d18O,ruber,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=28.9859, prior_std=10, species=ruber, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.23716) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1630,25014,24,0.87,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/MD98_2178.Fan.2018.html,,,
MD98_2178.Fan.2018,MD98_2178,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,3.62,118.7,-1984,10.1038/s41598-018-24055-1,,this compilation,,MarineSediment,Mg/Ca,Mg/Ca,ruber,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.0846, salinity=33.6601, pH=8.0697, clean=1, species=ruber, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1630,25014,24,0.87,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/MD98_2178.Fan.2018.html,,,
PupukeLake.vandenBos.2018,Pupuke Lake,Australia/New Zealand>New Zealand,-36.78,174.77,5,10.1016/j.quascirev.2018.10.008,,this compilation,not in Neotoma,LakeSediment,chironomid,chironomid,assemblage,WAPLS,12 1 2002,South Island calibration dataset (Dieffenbacher-Krall et al. 2007). Five samples from the human era flagged unreliable by data contributors.,temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,1571,16138,207,0.36,Temp12k,"DSK, MTO, OHE, VVB","largest age control gap is 5919 uncal yrs, accepted with relaxing criteria: Southern Hemisphere record",http://lipdverse.org/globalHolocene/0_54_0/PupukeLake.vandenBos.2018.html,,,
MD79-257.Levi.2007,MD79-257,Indian Ocean,-20.4,36.3,-1262,10.1029/2006GC001514,,this compilation,,MarineSediment,other microfossil,foraminifera,assemblage,MAT,,,temperature,degC,abs,T,sea@surface,warm season,summer+,positive,1554,15695,250,1.72,Temp12k,OC,,http://lipdverse.org/globalHolocene/0_54_0/MD79-257.Levi.2007.html,,,
MD79-257.Levi.2007,MD79-257,Indian Ocean,-20.4,36.3,-1262,10.1029/2006GC001514,,this compilation,,MarineSediment,other microfossil,foraminifera,assemblage,MAT,,,temperature,degC,abs,T,sea@surface,cold season,winter+,positive,1554,15695,250,1.72,Temp12k,OC,,http://lipdverse.org/globalHolocene/0_54_0/MD79-257.Levi.2007.html,,,
MD79-257.Levi.2007,MD79-257,Indian Ocean,-20.4,36.3,-1262,10.1029/2006GC001514,,this compilation,,MarineSediment,other microfossil,foraminifera,assemblage,MAT,,,temperature,degC,abs,T,sea@surface,annual,annual,positive,1554,15695,250,1.72,Temp12k,OC,,http://lipdverse.org/globalHolocene/0_54_0/MD79-257.Levi.2007.html,,,
Egelsee.Larocque.2010,Egelsee,Europe>Western Europe>Switzerland,47.18,8.58,770,10.1007/s10933-009-9358-z,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,"Earlier version of Swiss transfer function described in Heiri, Lotter 2010 (DOI 10.1007/s10933-010-9439-z). Some samples characterized by low counts, some samples dated based on extrapolation, top two samples with many semi-terrestrial taxa, not reliable; strong local human impact (grazing, Cannabis) from ca. 1500 cal BP onwards. Data for only one of the reconstructions described in this paper were available. Chronology recalculated 3.5.2019 by OHE based on data in Wehrli et al. 10.1177/0959683607080515",temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,1549,15492,197,2.18,Temp12k,"OHE, ILT",,http://lipdverse.org/globalHolocene/0_54_0/Egelsee.Larocque.2010.html,,,
HU91-039-008.Levac.2001,HU91-039-008,Arctic Ocean,77.2667,-74.3317,-663,10.1002/jqs.614,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,MarineSediment,other microfossil,dinocyst,assemblage,,,,temperature,degC,abs,T,sea@surface,Summer,summer+,positive,1549,6756,99,1.15,Temp12k,SLJ; DSK,age gap 3.9 ka; retain for high latitude coverage,http://lipdverse.org/globalHolocene/0_54_0/HU91-039-008.Levac.2001.html,,,
